"document_line"
"SalesOrderLine|SalesOrder|SO1|60100"
"SalesOrderLine|SalesOrder|SO2|60200"
"SalesOrderLine|SalesOrder|SO4|60300"
"SalesOrderLine|SalesOrder|SO5|60400"
"SalesOrderLine|SalesOrder|SO5|60500"
"SalesOrderLine|SalesOrder|SO6|60600"
"SalesOrderLine|SalesOrder|SO7|60700"
"SalesOrderLine|SalesOrder|SO7|60800"
"SalesOrderLine|SalesOrder|SO8|60900"
"SalesOrderLine|SalesOrder|SO8|61000"
"SalesOrderLine|SalesOrder|SO9|61100"
"SalesOrderLine|SalesOrder|SO9|61200"
"SalesOrderLine|SalesOrder|SO10|61300"
"SalesOrderLine|SalesOrder|SO10|61400"
"SalesOrderLine|SalesOrder|SO11|61500"
"SalesOrderLine|SalesOrder|SO11|61600"
"SalesOrderLine|SalesOrder|SO12|61700"
"SalesOrderLine|SalesOrder|SO13|61800"
"SalesOrderLine|SalesOrder|SO15|61900"
"SalesOrderLine|SalesOrder|SO16|62000"
"SalesOrderLine|SalesOrder|SO13|62100"
"SalesOrderLine|SalesOrder|SO17|62200"
"SalesOrderLine|SalesOrder|SO18|62300"
"SalesOrderLine|SalesOrder|SO19|62400"
"SalesOrderLine|SalesOrder|SO19|62500"
"SalesOrderLine|SalesOrder|SO19|62600"
"SalesOrderLine|SalesOrder|SOUS0022021050001|63300"
"SalesShipmentLine|SalesShipment|SSH1|130000"
"SalesShipmentLine|SalesShipment|SSH2|130100"
"SalesShipmentLine|SalesShipment|SSH3|130200"
"SalesShipmentLine|SalesShipment|SSH4|130300"
"SalesShipmentLine|SalesShipment|SSH5|130400"
"SalesShipmentLine|SalesShipment|SSH1|130500"
"SalesShipmentLine|SalesShipment|SSH2|130600"
"SalesShipmentLine|SalesShipment|SSH2|130700"
"SalesShipmentLine|SalesShipment|SSH6|130800"
"SalesShipmentLine|SalesShipment|SSH6|130900"
"SalesShipmentLine|SalesShipment|SSHUS0022021030001|131000"
"SalesShipmentLine|SalesShipment|SSHUS0022021030002|131100"
"SalesShipmentLine|SalesShipment|SSHUS0022021030003|131200"
"SalesShipmentLine|SalesShipment|SSHUS0022021030003|131300"
"SalesShipmentLine|SalesShipment|SSHUS0012021050001|131400"
"SalesShipmentLine|SalesShipment|SSH14|10"
"SalesShipmentLine|SalesShipment|SSH14|20"
"SalesInvoiceLine|SalesInvoice|SI1|10"
"SalesInvoiceLine|SalesInvoice|SI2|10"
"SalesInvoiceLine|SalesInvoice|SI3|10"
"SalesInvoiceLine|SalesInvoice|SI4|10"
"SalesInvoiceLine|SalesInvoice|SI4|20"
"SalesInvoiceLine|SalesInvoice|SI7|10"
"SalesInvoiceLine|SalesInvoice|SI7|20"
"SalesOrderLine|SalesOrder|SO220001|10"
"SalesOrderLine|SalesOrder|SO32|10"
"SalesOrderLine|SalesOrder|SO32|20"
"SalesOrderLine|SalesOrder|SO33|10"
"SalesOrderLine|SalesOrder|SO33|20"
"SalesOrderLine|SalesOrder|SO34|10"
"SalesOrderLine|SalesOrder|SO34|20"
"SalesOrderLine|SalesOrder|SO34|30"
"SalesOrderLine|SalesOrder|SO240001|10"
"SalesOrderLine|SalesOrder|SMOKETEST1|10"
"SalesOrderLine|SalesOrder|SMOKETEST2|10"
"SalesOrderLine|SalesOrder|SMOKETEST3|10"
"SalesOrderLine|SalesOrder|SMOKETEST4|10"
"SalesOrderLine|SalesOrder|SMOKETEST5|10"
"SalesOrderLine|SalesOrder|SO39|10"
"SalesOrderLine|SalesOrder|SO39|20"
"SalesOrderLine|SalesOrder|SO39|30"
"SalesOrderLine|SalesOrder|SO40|10"
"SalesOrderLine|SalesOrder|SO40|20"
"SalesOrderLine|SalesOrder|SO250001|10"
"SalesOrderLine|SalesOrder|SO250002|10"
"SalesOrderLine|SalesOrder|SO250003|10"
"SalesOrderLine|SalesOrder|SO250004|10"
"SalesOrderLine|SalesOrder|SO250006|10"
"SalesOrderLine|SalesOrder|SO250006|20"
"SalesOrderLine|SalesOrder|order-to-order-test|10"
"SalesOrderLine|SalesOrder|order-to-order-test-2|10"
